[2024-11-05 16:07:39] [class-ss-archive-creation-job.php:83] Starting a job; no job is presently running
[2024-11-05 16:07:39] [class-ss-archive-creation-job.php:84] Here's our task list: setup, fetch_urls, generate_404, create_zip_archive, wrapup
[2024-11-05 16:07:39] [class-ss-archive-creation-job.php:102] Pushing first task to queue: setup
[2024-11-05 16:07:40] [class-ss-archive-creation-job.php:136] Current task: setup
[2024-11-05 16:07:40] [class-ss-archive-creation-job.php:153] Performing task: setup
[2024-11-05 16:07:40] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-11-05 16:07:42] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp\htdocs\blog/wp-content/uploads\simply-static\temp-files/simply-static-1-1730822859\
[2024-11-05 16:07:42] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/blog/
[2024-11-05 16:07:42] [class-yoast-integration.php:86] Adding sitemap URL to queue: http://localhost/blog/sitemap.xml
[2024-11-05 16:07:42] [class-yoast-integration.php:86] Adding sitemap URL to queue: http://localhost/blog/sitemap_index.xml
[2024-11-05 16:07:51] [class-ss-page.php:119] Checking Content Identical:d24239ce3368865de4cec69f92452f02efddf77e===. Value: FALSE
[2024-11-05 16:07:51] [class-ss-fetch-urls-task.php:72] URL: http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-sink.css
[2024-11-05 16:07:51] [class-ss-task.php:58] [PAGES STATUS] Remaining:49; Total: 617
[2024-11-05 16:07:51] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pc\AppData\Local\Temp/672a42d777cac-R6ETb8.tmp
[2024-11-05 16:07:51] [class-ss-page-handler.php:38] URL Prepared:http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-sink.css?simply_static_page=3784
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-sink.css?simply_static_page=3784
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:103] Filesize: 262 bytes
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-sink.css
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pc\AppData\Local\Temp/672a42d777cac-R6ETb8.tmp to C:\xampp\htdocs\blog/wp-content/uploads\simply-static\temp-files/simply-static-1-1730822859/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-sink.css
[2024-11-05 16:07:51] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-05 16:07:51] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-05 16:07:51] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-05 16:07:51] [class-ss-page.php:119] Checking Content Identical:866924292c7de26caba765a1dca28dff940cc29c===. Value: FALSE
[2024-11-05 16:07:51] [class-ss-fetch-urls-task.php:72] URL: http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-sink.min.css
[2024-11-05 16:07:51] [class-ss-task.php:58] [PAGES STATUS] Remaining:48; Total: 617
[2024-11-05 16:07:51] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pc\AppData\Local\Temp/672a42d77e081-uqzj0F.tmp
[2024-11-05 16:07:51] [class-ss-page-handler.php:38] URL Prepared:http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-sink.min.css?simply_static_page=3785
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-sink.min.css?simply_static_page=3785
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:103] Filesize: 239 bytes
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-sink.min.css
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pc\AppData\Local\Temp/672a42d77e081-uqzj0F.tmp to C:\xampp\htdocs\blog/wp-content/uploads\simply-static\temp-files/simply-static-1-1730822859/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-sink.min.css
[2024-11-05 16:07:51] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-05 16:07:51] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-05 16:07:51] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-05 16:07:51] [class-ss-page.php:119] Checking Content Identical:d1c62cd630b495a3e6132cdb51cc3efc2f7c40f5===. Value: FALSE
[2024-11-05 16:07:51] [class-ss-fetch-urls-task.php:72] URL: http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-skew-backward.css
[2024-11-05 16:07:51] [class-ss-task.php:58] [PAGES STATUS] Remaining:47; Total: 617
[2024-11-05 16:07:51] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pc\AppData\Local\Temp/672a42d78775f-PDHzsk.tmp
[2024-11-05 16:07:51] [class-ss-page-handler.php:38] URL Prepared:http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-skew-backward.css?simply_static_page=3786
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-skew-backward.css?simply_static_page=3786
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:103] Filesize: 282 bytes
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-skew-backward.css
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pc\AppData\Local\Temp/672a42d78775f-PDHzsk.tmp to C:\xampp\htdocs\blog/wp-content/uploads\simply-static\temp-files/simply-static-1-1730822859/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-skew-backward.css
[2024-11-05 16:07:51] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-05 16:07:51] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-05 16:07:51] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-05 16:07:51] [class-ss-page.php:119] Checking Content Identical:e7e1c1450dd91120c7356819fa50c86e98d797c9===. Value: FALSE
[2024-11-05 16:07:51] [class-ss-fetch-urls-task.php:72] URL: http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-skew-backward.min.css
[2024-11-05 16:07:51] [class-ss-task.php:58] [PAGES STATUS] Remaining:46; Total: 617
[2024-11-05 16:07:51] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pc\AppData\Local\Temp/672a42d78e35b-bz8jlJ.tmp
[2024-11-05 16:07:51] [class-ss-page-handler.php:38] URL Prepared:http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-skew-backward.min.css?simply_static_page=3787
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-skew-backward.min.css?simply_static_page=3787
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:103] Filesize: 259 bytes
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-skew-backward.min.css
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pc\AppData\Local\Temp/672a42d78e35b-bz8jlJ.tmp to C:\xampp\htdocs\blog/wp-content/uploads\simply-static\temp-files/simply-static-1-1730822859/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-skew-backward.min.css
[2024-11-05 16:07:51] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-05 16:07:51] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-05 16:07:51] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-05 16:07:51] [class-ss-page.php:119] Checking Content Identical:31bb8cd8bcce249832de81149d61da49636820b5===. Value: FALSE
[2024-11-05 16:07:51] [class-ss-fetch-urls-task.php:72] URL: http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-skew-forward.css
[2024-11-05 16:07:51] [class-ss-task.php:58] [PAGES STATUS] Remaining:45; Total: 617
[2024-11-05 16:07:51] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pc\AppData\Local\Temp/672a42d794f28-KtDk3a.tmp
[2024-11-05 16:07:51] [class-ss-page-handler.php:38] URL Prepared:http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-skew-forward.css?simply_static_page=3788
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-skew-forward.css?simply_static_page=3788
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:103] Filesize: 279 bytes
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-skew-forward.css
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pc\AppData\Local\Temp/672a42d794f28-KtDk3a.tmp to C:\xampp\htdocs\blog/wp-content/uploads\simply-static\temp-files/simply-static-1-1730822859/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-skew-forward.css
[2024-11-05 16:07:51] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-05 16:07:51] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-05 16:07:51] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-05 16:07:51] [class-ss-page.php:119] Checking Content Identical:3a03840cb39ba07c792a6c4d01ccf7e5eb255d73===. Value: FALSE
[2024-11-05 16:07:51] [class-ss-fetch-urls-task.php:72] URL: http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-skew-forward.min.css
[2024-11-05 16:07:51] [class-ss-task.php:58] [PAGES STATUS] Remaining:44; Total: 617
[2024-11-05 16:07:51] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pc\AppData\Local\Temp/672a42d79c7f3-x3ifSE.tmp
[2024-11-05 16:07:51] [class-ss-page-handler.php:38] URL Prepared:http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-skew-forward.min.css?simply_static_page=3789
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-skew-forward.min.css?simply_static_page=3789
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:103] Filesize: 256 bytes
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-skew-forward.min.css
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pc\AppData\Local\Temp/672a42d79c7f3-x3ifSE.tmp to C:\xampp\htdocs\blog/wp-content/uploads\simply-static\temp-files/simply-static-1-1730822859/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-skew-forward.min.css
[2024-11-05 16:07:51] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-05 16:07:51] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-05 16:07:51] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-05 16:07:51] [class-ss-page.php:119] Checking Content Identical:c6dd2b6588e903848aea0d9198456b488080c92e===. Value: FALSE
[2024-11-05 16:07:51] [class-ss-fetch-urls-task.php:72] URL: http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-skew.css
[2024-11-05 16:07:51] [class-ss-task.php:58] [PAGES STATUS] Remaining:43; Total: 617
[2024-11-05 16:07:51] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pc\AppData\Local\Temp/672a42d7a380d-JaYnbT.tmp
[2024-11-05 16:07:51] [class-ss-page-handler.php:38] URL Prepared:http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-skew.css?simply_static_page=3790
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-skew.css?simply_static_page=3790
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:103] Filesize: 220 bytes
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-skew.css
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pc\AppData\Local\Temp/672a42d7a380d-JaYnbT.tmp to C:\xampp\htdocs\blog/wp-content/uploads\simply-static\temp-files/simply-static-1-1730822859/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-skew.css
[2024-11-05 16:07:51] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-05 16:07:51] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-05 16:07:51] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-05 16:07:51] [class-ss-page.php:119] Checking Content Identical:059c5922786a2bcd6c4de27cdf4f4420bea7ca8e===. Value: FALSE
[2024-11-05 16:07:51] [class-ss-fetch-urls-task.php:72] URL: http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-skew.min.css
[2024-11-05 16:07:51] [class-ss-task.php:58] [PAGES STATUS] Remaining:42; Total: 617
[2024-11-05 16:07:51] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pc\AppData\Local\Temp/672a42d7aa82b-W8vttA.tmp
[2024-11-05 16:07:51] [class-ss-page-handler.php:38] URL Prepared:http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-skew.min.css?simply_static_page=3791
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-skew.min.css?simply_static_page=3791
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:103] Filesize: 200 bytes
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-skew.min.css
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pc\AppData\Local\Temp/672a42d7aa82b-W8vttA.tmp to C:\xampp\htdocs\blog/wp-content/uploads\simply-static\temp-files/simply-static-1-1730822859/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-skew.min.css
[2024-11-05 16:07:51] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-05 16:07:51] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-05 16:07:51] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-05 16:07:51] [class-ss-page.php:119] Checking Content Identical:e42e47575da5d3b6d0717084897b232dc49a4bb4===. Value: FALSE
[2024-11-05 16:07:51] [class-ss-fetch-urls-task.php:72] URL: http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-bottom.css
[2024-11-05 16:07:51] [class-ss-task.php:58] [PAGES STATUS] Remaining:41; Total: 617
[2024-11-05 16:07:51] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pc\AppData\Local\Temp/672a42d7b2137-8olrts.tmp
[2024-11-05 16:07:51] [class-ss-page-handler.php:38] URL Prepared:http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-bottom.css?simply_static_page=3792
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-bottom.css?simply_static_page=3792
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:103] Filesize: 620 bytes
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-bottom.css
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pc\AppData\Local\Temp/672a42d7b2137-8olrts.tmp to C:\xampp\htdocs\blog/wp-content/uploads\simply-static\temp-files/simply-static-1-1730822859/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-bottom.css
[2024-11-05 16:07:51] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-05 16:07:51] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-05 16:07:51] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-05 16:07:51] [class-ss-page.php:119] Checking Content Identical:de0499a5bbbeedcd2175caa3b726fd27a6cd3664===. Value: FALSE
[2024-11-05 16:07:51] [class-ss-fetch-urls-task.php:72] URL: http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-bottom.min.css
[2024-11-05 16:07:51] [class-ss-task.php:58] [PAGES STATUS] Remaining:40; Total: 617
[2024-11-05 16:07:51] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pc\AppData\Local\Temp/672a42d7b8ff6-dgrNga.tmp
[2024-11-05 16:07:51] [class-ss-page-handler.php:38] URL Prepared:http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-bottom.min.css?simply_static_page=3793
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-bottom.min.css?simply_static_page=3793
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:103] Filesize: 532 bytes
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-bottom.min.css
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pc\AppData\Local\Temp/672a42d7b8ff6-dgrNga.tmp to C:\xampp\htdocs\blog/wp-content/uploads\simply-static\temp-files/simply-static-1-1730822859/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-bottom.min.css
[2024-11-05 16:07:51] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-05 16:07:51] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-05 16:07:51] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-05 16:07:51] [class-ss-page.php:119] Checking Content Identical:8aa52933b8f30eed412978d4df9d66102c7b91f5===. Value: FALSE
[2024-11-05 16:07:51] [class-ss-fetch-urls-task.php:72] URL: http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-horizontal.css
[2024-11-05 16:07:51] [class-ss-task.php:58] [PAGES STATUS] Remaining:39; Total: 617
[2024-11-05 16:07:51] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pc\AppData\Local\Temp/672a42d7bfb29-RC10bu.tmp
[2024-11-05 16:07:51] [class-ss-page-handler.php:38] URL Prepared:http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-horizontal.css?simply_static_page=3794
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-horizontal.css?simply_static_page=3794
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:103] Filesize: 602 bytes
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-horizontal.css
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pc\AppData\Local\Temp/672a42d7bfb29-RC10bu.tmp to C:\xampp\htdocs\blog/wp-content/uploads\simply-static\temp-files/simply-static-1-1730822859/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-horizontal.css
[2024-11-05 16:07:51] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-05 16:07:51] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-05 16:07:51] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-05 16:07:51] [class-ss-page.php:119] Checking Content Identical:1a9fa312bfcf12e1fbbe132dc805e37e0fbd4f68===. Value: FALSE
[2024-11-05 16:07:51] [class-ss-fetch-urls-task.php:72] URL: http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-horizontal.min.css
[2024-11-05 16:07:51] [class-ss-task.php:58] [PAGES STATUS] Remaining:38; Total: 617
[2024-11-05 16:07:51] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pc\AppData\Local\Temp/672a42d7c6795-qVQxb3.tmp
[2024-11-05 16:07:51] [class-ss-page-handler.php:38] URL Prepared:http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-horizontal.min.css?simply_static_page=3795
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-horizontal.min.css?simply_static_page=3795
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:103] Filesize: 521 bytes
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-horizontal.min.css
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pc\AppData\Local\Temp/672a42d7c6795-qVQxb3.tmp to C:\xampp\htdocs\blog/wp-content/uploads\simply-static\temp-files/simply-static-1-1730822859/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-horizontal.min.css
[2024-11-05 16:07:51] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-05 16:07:51] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-05 16:07:51] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-05 16:07:51] [class-ss-page.php:119] Checking Content Identical:66a3ef95fd6ab4bb4740ded118d113a1b5b0aa34===. Value: FALSE
[2024-11-05 16:07:51] [class-ss-fetch-urls-task.php:72] URL: http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-skew.css
[2024-11-05 16:07:51] [class-ss-task.php:58] [PAGES STATUS] Remaining:37; Total: 617
[2024-11-05 16:07:51] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pc\AppData\Local\Temp/672a42d7cdf2a-ZrvHF1.tmp
[2024-11-05 16:07:51] [class-ss-page-handler.php:38] URL Prepared:http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-skew.css?simply_static_page=3796
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-skew.css?simply_static_page=3796
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:103] Filesize: 544 bytes
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-skew.css
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pc\AppData\Local\Temp/672a42d7cdf2a-ZrvHF1.tmp to C:\xampp\htdocs\blog/wp-content/uploads\simply-static\temp-files/simply-static-1-1730822859/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-skew.css
[2024-11-05 16:07:51] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-05 16:07:51] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-05 16:07:51] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-05 16:07:51] [class-ss-page.php:119] Checking Content Identical:df04d31d5f7061fe740d25a3ff05bb35fcbdaaa4===. Value: FALSE
[2024-11-05 16:07:51] [class-ss-fetch-urls-task.php:72] URL: http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-skew.min.css
[2024-11-05 16:07:51] [class-ss-task.php:58] [PAGES STATUS] Remaining:36; Total: 617
[2024-11-05 16:07:51] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pc\AppData\Local\Temp/672a42d7d5ab4-sv4Eer.tmp
[2024-11-05 16:07:51] [class-ss-page-handler.php:38] URL Prepared:http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-skew.min.css?simply_static_page=3797
